,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
3662,平安300ETF联接C,18进出,1.18%,20进出,1.17%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3663,国投瑞银顺源6个月定开债,14国开,9.30%,18民生,8.68%,18农发,8.16%,18农发,5.39%,19徽商,5.11%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3664,鹏扬景升A,隆基股份,5.44%,赣锋锂业,5.01%,长春高新,3.68%,柏楚电子,3.67%,宏发股份,3.53%,分众传媒,3.33%,安克创新,3.27%,东方雨虹,3.25%,绝味食品,3.23%,立讯精密,3.19%,20国债10,5.69%,歌尔转2,1.00%,隆20转债,0.71%,华海转债,0.70%,益丰转债,0.28%,0,0,0,0,0,0,0,0,0,0
3665,鹏扬景升C,隆基股份,5.44%,赣锋锂业,5.01%,长春高新,3.68%,柏楚电子,3.67%,宏发股份,3.53%,分众传媒,3.33%,安克创新,3.27%,东方雨虹,3.25%,绝味食品,3.23%,立讯精密,3.19%,20国债10,5.69%,歌尔转2,1.00%,隆20转债,0.71%,华海转债,0.70%,益丰转债,0.28%,0,0,0,0,0,0,0,0,0,0
3666,广发沪港深龙头混合,美团-W,9.33%,腾讯控股,8.95%,碧桂园服务,8.71%,中国重汽,6.64%,中金公司,6.30%,舜宇光学科技,5.42%,金山软件,5.18%,金蝶国际,4.50%,微盟集团,4.24%,福莱特玻璃,4.13%,20国债,2.37%,20国债10,2.20%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3667,华泰保兴尊信定开债,20进出,10.83%,18京能,7.45%,18广州,7.22%,16广发,7.21%,20浦集01,5.32%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3668,中海沪港深多策略灵活配置混合,华润啤酒,7.57%,香港交易所,6.33%,腾讯控股,5.99%,微创医疗,5.79%,微盟集团,5.05%,舜宇光学科技,4.73%,金蝶国际,4.72%,旭辉控股集团,4.67%,圣农发展,3.33%,友邦保险,3.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3669,广发汇佳定期开放债券,19国开,41.01%,20进出,9.75%,19国开,8.54%,20附息,6.25%,17国开,4.82%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3670,招商添琪3个月定开债A,18上海,9.53%,19国开,4.55%,16国发,4.51%,20浦发,4.41%,19长电,4.07%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3671,招商添琪3个月定开债C,18上海,9.53%,19国开,4.55%,16国发,4.51%,20浦发,4.41%,19长电,4.07%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3672,万家量化同顺混合A,贵州茅台,8.97%,美的集团,8.72%,恒瑞医药,8.16%,伊利股份,6.22%,中国中免,5.52%,三一重工,4.13%,药明康德,4.09%,平安银行,3.90%,爱尔眼科,3.30%,中金公司,3.18%,20国债10,0.26%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3673,万家量化同顺混合C,贵州茅台,8.97%,美的集团,8.72%,恒瑞医药,8.16%,伊利股份,6.22%,中国中免,5.52%,三一重工,4.13%,药明康德,4.09%,平安银行,3.90%,爱尔眼科,3.30%,中金公司,3.18%,20国债10,0.26%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3674,国富天颐混合A,万 科Ａ,1.04%,平安银行,1.01%,美的集团,0.90%,招商银行,0.79%,宁波银行,0.73%,卫星石化,0.72%,中国巨石,0.72%,格力电器,0.67%,国电南瑞,0.62%,兴业银行,0.62%,16中星,6.46%,20附息,6.08%,16华润,5.20%,19蒙牛,5.07%,20贴现,5.00%,0,0,0,0,0,0,0,0,0,0
3675,国富天颐混合C,万 科Ａ,1.04%,平安银行,1.01%,美的集团,0.90%,招商银行,0.79%,宁波银行,0.73%,卫星石化,0.72%,中国巨石,0.72%,格力电器,0.67%,国电南瑞,0.62%,兴业银行,0.62%,16中星,6.46%,20附息,6.08%,16华润,5.20%,19蒙牛,5.07%,20贴现,5.00%,0,0,0,0,0,0,0,0,0,0
3676,天弘悦享定开债券,20国开,4.19%,20海立,2.80%,20桐乡,2.79%,17远洋,2.39%,18京国,2.39%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3677,诺安浙享定开债券,20国开,5.35%,19国兴,2.43%,14渝涪,2.43%,18义乌,2.42%,18皖铁,2.42%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3678,光大安泽债券A,中国平安,0.74%,新华保险,0.70%,通威股份,0.56%,三一重工,0.51%,吉宏股份,0.47%,贵州茅台,0.39%,智飞生物,0.36%,中密控股,0.31%,东方财富,0.30%,创世纪,0.29%,20华能,4.85%,20国债10,4.36%,19中核,3.69%,20国债,3.11%,19国开,2.44%,0,0,0,0,0,0,0,0,0,0
3679,光大安泽债券C,中国平安,0.74%,新华保险,0.70%,通威股份,0.56%,三一重工,0.51%,吉宏股份,0.47%,贵州茅台,0.39%,智飞生物,0.36%,中密控股,0.31%,东方财富,0.30%,创世纪,0.29%,20华能,4.85%,20国债10,4.36%,19中核,3.69%,20国债,3.11%,19国开,2.44%,0,0,0,0,0,0,0,0,0,0
3680,华夏沪深300ETF联接C,中信证券,0.21%,贵州茅台,0.10%,五 粮 液,0.09%,中国平安,0.09%,美的集团,0.08%,格力电器,0.05%,招商银行,0.05%,立讯精密,0.04%,恒瑞医药,0.04%,东方财富,0.03%,20进出,1.61%,20贴现,0.80%,18国开,0.57%,20农发,0.24%,20国开,0.16%,0,0,0,0,0,0,0,0,0,0
3681,南方恒指ETF联接C,20国债,2.58%,20国债10,2.57%,20贴债,0.10%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3682,嘉实资源精选股票A,华鲁恒升,7.35%,万华化学,6.52%,宁德时代,6.06%,扬农化工,5.09%,太阳纸业,5.04%,中国巨石,4.84%,紫金矿业,4.46%,菲利华,3.54%,航天电器,3.39%,杰瑞股份,3.28%,20国债,2.12%,国开1805,0.57%,紫金转债,0.22%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3683,嘉实资源精选股票C,华鲁恒升,7.35%,万华化学,6.52%,宁德时代,6.06%,扬农化工,5.09%,太阳纸业,5.04%,中国巨石,4.84%,紫金矿业,4.46%,菲利华,3.54%,航天电器,3.39%,杰瑞股份,3.28%,20国债,2.12%,国开1805,0.57%,紫金转债,0.22%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3684,嘉实金融精选股票A,兴业银行,9.15%,招商银行,8.85%,中国平安,8.16%,宁波银行,6.73%,新华保险,5.94%,中国太保,5.49%,新城控股,5.02%,万 科Ａ,4.94%,中信证券,4.56%,金科股份,4.47%,18国开,1.08%,20进出,1.07%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3685,嘉实金融精选股票C,兴业银行,9.15%,招商银行,8.85%,中国平安,8.16%,宁波银行,6.73%,新华保险,5.94%,中国太保,5.49%,新城控股,5.02%,万 科Ａ,4.94%,中信证券,4.56%,金科股份,4.47%,18国开,1.08%,20进出,1.07%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3686,鹏扬景欣混合A,赣锋锂业,1.58%,隆基股份,1.36%,阳光电源,1.32%,东方雨虹,1.22%,绝味食品,1.15%,安克创新,1.14%,凯莱英,1.10%,欧普康视,1.10%,柏楚电子,1.09%,宏发股份,1.03%,20附息,6.89%,20国债10,3.29%,20附息,3.12%,16赣高,3.11%,19北控,2.35%,0,0,0,0,0,0,0,0,0,0
3687,鹏扬景欣混合C,赣锋锂业,1.58%,隆基股份,1.36%,阳光电源,1.32%,东方雨虹,1.22%,绝味食品,1.15%,安克创新,1.14%,凯莱英,1.10%,欧普康视,1.10%,柏楚电子,1.09%,宏发股份,1.03%,20附息,6.89%,20国债10,3.29%,20附息,3.12%,16赣高,3.11%,19北控,2.35%,0,0,0,0,0,0,0,0,0,0
3688,上银慧佳盈债券,18国开,18.72%,20交通,6.02%,20民生,4.88%,20浦发,3.66%,19进出,3.64%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3689,易方达富财纯债,19进出,14.42%,19农发,13.69%,18进出,13.25%,17国开,10.83%,16农发,10.50%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3690,融通新能源汽车主题精选混合A,先导智能,10.53%,宁德时代,9.98%,汇川技术,9.97%,中航光电,6.55%,伊之密,6.04%,华域汽车,6.04%,精锻科技,5.59%,赣锋锂业,5.36%,恩捷股份,4.05%,华友钴业,4.04%,星宇转债,0.06%,立讯转债,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3691,前海开源公用事业股票,比亚迪,8.00%,中科电气,7.89%,亿纬锂能,7.82%,星源材质,7.77%,阳光电源,7.60%,永兴材料,7.38%,诺德股份,7.09%,固德威,6.98%,鹏辉能源,6.90%,天合光能,5.55%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3692,嘉实致兴定开债发起式,20国开,5.21%,20滨建,4.66%,19海国,4.59%,19泰达01,3.97%,16恒天,3.67%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3693,前海联合研究优选混合A,赣锋锂业,7.67%,贵州茅台,6.55%,通威股份,6.46%,爱尔眼科,6.14%,迈瑞医疗,5.93%,五 粮 液,5.38%,新宝股份,4.76%,天坛生物,4.70%,金域医学,4.46%,七一二,4.27%,20国开,4.08%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3694,前海联合研究优选混合C,赣锋锂业,7.67%,贵州茅台,6.55%,通威股份,6.46%,爱尔眼科,6.14%,迈瑞医疗,5.93%,五 粮 液,5.38%,新宝股份,4.76%,天坛生物,4.70%,金域医学,4.46%,七一二,4.27%,20国开,4.08%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3695,诺德消费升级混合,兴业银行,5.32%,华域汽车,4.67%,南京银行,4.63%,华宇软件,4.49%,国信证券,3.89%,杉杉股份,3.76%,京东方Ａ,3.69%,兔 宝 宝,3.40%,新华保险,3.29%,上汽集团,3.15%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3696,易方达恒生国企ETF联接C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3697,易方达标普消费品指数C,LVMH,9.34%,雅诗兰黛,9.30%,腾讯控股,9.05%,特斯拉,8.21%,耐克,8.04%,Kerin,7.79%,Herme,5.90%,Diage,5.30%,Daiml,4.96%,Chris,4.65%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3698,安信永盛定开债券,11国开,8.92%,16神华,7.84%,15国开,6.07%,19中电,6.03%,18华夏,6.01%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3699,安信尊享添益债券A,20国开,7.74%,19附息,7.37%,20附息,5.88%,20附息,3.67%,光大转债,2.49%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3700,财通鑫盛6个月定开,蓝思科技,4.44%,五 粮 液,3.55%,康泰生物,3.31%,奥特维,3.27%,山西汾酒,3.23%,智飞生物,3.05%,嘉诚国际,2.10%,新易盛,1.95%,博瑞医药,1.88%,恒铭达,1.64%,PR临港控,9.75%,20津临,8.14%,18郫国,8.07%,20钦州,6.55%,20山东,6.48%,0,0,0,0,0,0,0,0,0,0
3701,财通资管价值成长混合,龙蟠科技,9.59%,中兴通讯,8.36%,欣旺达,7.52%,山西汾酒,3.48%,泸州老窖,3.47%,金山办公,3.44%,中顺洁柔,3.27%,广联达,3.15%,鸿路钢构,3.06%,五 粮 液,3.02%,寿仙转债,1.07%,鸿路转债,0.32%,欣旺转债,0.17%,大秦转债,0.05%,0,0,0,0,0,0,0,0,0,0,0,0
3702,财通资管消费精选混合A,智飞生物,9.12%,康泰生物,8.52%,金山办公,7.76%,蓝思科技,7.27%,奥特维,5.48%,立讯精密,4.26%,歌尔股份,4.04%,鹏鼎控股,4.02%,博瑞医药,3.92%,恒铭达,3.52%,大秦转债,0.06%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3703,国寿安保华兴灵活配置混合,美的集团,3.70%,贵州茅台,3.35%,恒瑞医药,3.06%,中国平安,3.02%,格力电器,2.69%,立讯精密,2.67%,三一重工,2.64%,中国中免,2.57%,招商银行,2.29%,腾讯控股,2.28%,20国债10,1.86%,20国债,1.15%,国开1805,1.07%,国开20,0.80%,进出1902,0.25%,0,0,0,0,0,0,0,0,0,0
3704,财通鸿睿12个月定开债A,14曲经,8.46%,20柳州,8.35%,20北辰,8.35%,20磁湖,8.33%,20大同,8.29%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3705,财通鸿睿12个月定开债C,14曲经,8.46%,20柳州,8.35%,20北辰,8.35%,20磁湖,8.33%,20大同,8.29%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3706,财通瑞享12个月定开,光大银行,0.46%,大秦铁路,0.44%,18零陵,6.88%,16綦江,6.82%,16华股01,6.81%,16中化债,6.81%,19惠民,6.80%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3707,中银医疗保健混合A,云南白药,8.98%,恒瑞医药,8.00%,大参林,7.03%,药明康德,6.82%,迈瑞医疗,5.00%,贝达药业,4.05%,金域医学,3.82%,万孚生物,2.21%,药石科技,2.16%,卫宁健康,2.03%,国开1805,2.83%,国开20,2.29%,20国债,0.75%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3708,中银安享债券,18国开,16.81%,19进出,11.30%,19农发,10.05%,16国开,7.79%,19国开,6.79%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3709,南方中证100指数C,贵州茅台,6.85%,中国平安,6.43%,五 粮 液,3.87%,招商银行,3.71%,美的集团,3.31%,恒瑞医药,2.84%,兴业银行,2.07%,格力电器,2.04%,中国中免,1.89%,伊利股份,1.84%,20国债10,3.54%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3710,广发中证军工ETF联接C,航发动力,0.04%,中航西飞,0.03%,中航光电,0.03%,中国重工,0.03%,航天发展,0.02%,高德红外,0.02%,光威复材,0.02%,洪都航空,0.02%,中航沈飞,0.02%,中航机电,0.01%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3711,华安睿明两年定开混合A,万达电影,5.13%,中国平安,4.83%,天顺风能,4.36%,西菱动力,4.26%,中国太保,4.16%,桐昆股份,3.33%,海尔智家,3.23%,三峡水利,3.05%,涪陵榨菜,2.96%,兴业银行,2.89%,运达转债,0.02%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3712,华安睿明两年定开混合C,万达电影,5.13%,中国平安,4.83%,天顺风能,4.36%,西菱动力,4.26%,中国太保,4.16%,桐昆股份,3.33%,海尔智家,3.23%,三峡水利,3.05%,涪陵榨菜,2.96%,兴业银行,2.89%,运达转债,0.02%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3713,华夏全球科技先锋混合,特斯拉,7.31%,哔哩哔哩,6.22%,罗克韦尔自,6.18%,拼多多,5.67%,Cloud,5.61%,Sea L,5.40%,Ceren,5.24%,美团-W,4.89%,宁德时代,4.52%,恩捷股份,4.17%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3714,工银新经济人民币,腾讯控股,8.43%,信义光能,6.25%,舜宇光学科技,5.55%,立讯精密,4.29%,美团-W,4.29%,京东集团-,4.03%,贵州茅台,4.02%,李宁,3.73%,友邦保险,3.23%,宁德时代,3.19%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3715,工银新经济美元,腾讯控股,8.43%,信义光能,6.25%,舜宇光学科技,5.55%,立讯精密,4.29%,美团-W,4.29%,京东集团-,4.03%,贵州茅台,4.02%,李宁,3.73%,友邦保险,3.23%,宁德时代,3.19%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3716,上投摩根香港精选港股通,药明生物,8.81%,腾讯控股,6.53%,信义光能,5.05%,吉利汽车,4.70%,美团-W,4.56%,中国生物制药,4.46%,安踏体育,3.51%,思摩尔国际,3.42%,颐海国际,3.28%,福莱特玻璃,2.90%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3717,恒生前海港股通高股息指数,VTECH,3.98%,中国龙工,3.24%,中国神华,2.75%,越秀交通基建,2.64%,招商局港口,2.53%,中国电力,2.51%,雅居乐集团,2.31%,中国石油化,2.25%,浙江沪杭甬,2.21%,中远海运港口,2.20%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3718,永赢增益债券A,20华夏,9.69%,18盛京,9.47%,19国开,8.49%,18中国,6.07%,20交通,5.93%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3719,永赢增益债券C,20华夏,9.69%,18盛京,9.47%,19国开,8.49%,18中国,6.07%,20交通,5.93%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3720,永赢恒益债券,17国开,7.61%,19国开,6.62%,20进出,6.31%,19交通,5.36%,19农发,5.22%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3721,兴业龙腾双益平衡混合,贵州茅台,6.56%,中国中免,3.65%,五 粮 液,3.60%,宁德时代,3.26%,招商银行,3.00%,三一重工,2.87%,泰格医药,2.47%,恒瑞医药,2.29%,欧普康视,2.24%,美的集团,1.56%,19进出,6.87%,20进出,6.71%,20赣州,2.74%,19国开,2.74%,20南通,2.74%,0,0,0,0,0,0,0,0,0,0
3722,富国港股通量化精选股票型,腾讯控股,8.44%,美团-W,6.93%,友邦保险,6.09%,小米集团-W,5.93%,建设银行,5.06%,香港交易所,4.54%,招商银行,2.93%,李宁,2.85%,中国平安,2.84%,长城汽车,2.62%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3723,国联安远见成长混合,宁德时代,9.01%,恩捷股份,8.84%,五 粮 液,7.49%,赣锋锂业,5.57%,密尔克卫,5.28%,青岛啤酒,5.10%,日月股份,4.55%,恒瑞医药,4.50%,药明康德,4.45%,今世缘,4.21%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3724,华安鼎益债券A,17鲁国,9.43%,20华夏,9.22%,18远东,7.46%,17联投01,7.37%,16建安债,6.66%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3725,兴业嘉润3个月定开债,19进出,30.04%,20进出,17.78%,19浦发,7.54%,19进出,7.50%,16交行,5.25%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3726,永赢惠添利灵活配置混合,美的集团,6.79%,中国太保,5.21%,分众传媒,5.07%,平安银行,5.06%,华鲁恒升,5.03%,招商银行,5.02%,中国平安,5.00%,中信证券,4.99%,兴业银行,4.99%,新华保险,4.98%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3727,兴全祥泰定期开放债券,18豫交,9.02%,14渝涪,8.78%,19洛钼01,8.66%,18陕投03,7.91%,18吉高02,5.90%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3728,中融季季红定开债A,19浦发,6.40%,19江苏,6.08%,18兴业,5.45%,18民生,5.44%,18贵阳,5.13%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3729,中融季季红定开债C,19浦发,6.40%,19江苏,6.08%,18兴业,5.45%,18民生,5.44%,18贵阳,5.13%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3730,人保纯债一年定开A,11国网01,4.82%,14赣粤01,4.80%,11冀投01,4.79%,18中航集,4.77%,18粤电02,4.77%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731,人保纯债一年定开C,11国网01,4.82%,14赣粤01,4.80%,11冀投01,4.79%,18中航集,4.77%,18粤电02,4.77%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3732,兴业机遇债券A,江苏银行,3.07%,上海医药,2.59%,生益科技,2.03%,中天科技,1.92%,一心堂,1.80%,复星医药,1.49%,千方科技,1.15%,大华股份,1.05%,南京银行,0.97%,美的集团,0.95%,20国开,12.03%,17山高EB,7.48%,浦发转债,7.10%,16兵装01,6.03%,中天转债,6.02%,0,0,0,0,0,0,0,0,0,0
3733,长信富瑞两年定开债券A,16不动产(总价),9.48%,15金街01(总价),8.79%,18淮安,7.99%,18台州,7.96%,16冀中02,7.96%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3734,招商招诚定开债发起式,18国开,4.99%,20国开,4.74%,18宁河,3.94%,18舟山,3.65%,18徐矿,3.59%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3735,前海开源乾盛定开债A,18渤海,8.08%,18平安,6.67%,19国开,5.65%,19交通,5.42%,20国开,5.29%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3736,前海开源乾盛定开债C,18渤海,8.08%,18平安,6.67%,19国开,5.65%,19交通,5.42%,20国开,5.29%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3737,前海联合泓瑞定开债券,18国开,9.90%,19国开,9.56%,19国开,8.18%,19交通,6.75%,18国开,6.16%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3738,中融聚安3个月定开债,19交通,9.84%,17东方债,9.67%,18渤海,9.28%,18湘江,8.71%,18厦门,8.65%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3739,国投瑞银恒泽中短债A,20附息,2.48%,18国开,1.92%,19国开,1.92%,16进出,1.91%,20进出,1.91%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3740,国泰价值精选灵活配置混合A,海尔智家,8.39%,隆基股份,7.87%,裕同科技,7.57%,宏发股份,7.34%,顺丰控股,7.33%,尚品宅配,7.27%,老百姓,7.15%,恒生电子,5.61%,宋城演艺,5.45%,伊利股份,5.33%,20国债,2.23%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3741,嘉实中创400ETF联接C,阳光电源,0.03%,国轩高科,0.02%,天赐材料,0.02%,华测检测,0.02%,中科创达,0.02%,欧普康视,0.02%,英科医疗,0.02%,光威复材,0.02%,坚朗五金,0.01%,捷佳伟创,0.01%,朗新转债,0.00%,三诺转债,0.00%,新乳转债,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3742,华宝绿色主题混合,贵州茅台,9.75%,中国平安,9.11%,招商银行,7.04%,兴业银行,5.91%,恒瑞医药,5.19%,中国中免,3.44%,中信证券,3.19%,隆基股份,2.90%,伊利股份,2.89%,三一重工,2.37%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3743,南方人工智能混合,腾讯控股,7.79%,中国中免,5.96%,迈瑞医疗,5.89%,恒生电子,5.36%,立讯精密,5.21%,小米集团-W,4.75%,隆基股份,4.55%,宁德时代,4.25%,美团-W,4.03%,深信服,3.91%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3744,国泰江源优势精选混合A,海尔智家,7.64%,紫金矿业,6.24%,招商银行,6.21%,恒力石化,5.83%,伊利股份,5.65%,兴业银行,5.61%,中国平安,5.07%,贵州茅台,4.94%,隆基股份,4.40%,平安银行,4.31%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3745,财通睿智6个月定开债,18国开,18.92%,19国开,13.57%,18国开,12.23%,20国开,7.47%,20国开,7.33%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3746,富国臻选成长灵活配置混合,贵州茅台,9.74%,腾讯控股,9.05%,顺丰控股,6.55%,博雅生物,5.42%,东诚药业,4.45%,旗滨集团,4.40%,通策医疗,4.25%,健帆生物,3.99%,东方财富,3.44%,招商银行,3.03%,G三峡EB1,2.24%,紫金转债,0.19%,大秦转债,0.01%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3747,华夏上证50ETF联接C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3748,华夏沪港通恒生ETF联接C,腾讯控股,0.12%,友邦保险,0.11%,小米集团-W,0.08%,建设银行,0.07%,汇丰控股,0.06%,美团-W,0.06%,香港交易所,0.05%,中国平安,0.05%,工商银行,0.04%,中国移动,0.02%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3749,MSCI中国A股国际通联接C,中信证券,0.09%,中信银行,0.01%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3750,中欧兴华债券,20国开,4.16%,20中建,3.36%,20国开,3.35%,19龙城,3.00%,18津渤,2.70%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3751,博时上证50ETF联接C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3752,长城智能产业灵活配置混合,贵州茅台,5.02%,中航光电,3.57%,宁德时代,3.53%,良信股份,3.48%,洋河股份,3.21%,迈为股份,3.09%,中国中免,3.01%,五 粮 液,2.90%,迈瑞医疗,2.68%,睿创微纳,2.67%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
